0.0000000000,1.0000000000,0.0000000000
0.0018477515,0.9981513933,0.0000008551
0.0073628979,0.9926226506,0.0000136567
0.0164615360,0.9834655809,0.0000689214
0.0290068163,0.9707652721,0.0002168695
0.0448109885,0.9546390131,0.0005264799
0.0636381992,0.9352348157,0.0010841925
0.0852079999,0.9127295551,0.0019922802
0.1091995121,0.8873267582,0.0033669153
0.1352561891,0.8592540675,0.0053359601
0.1629911027,0.8287604205,0.0080365172
0.1919926770,0.7961129804,0.0116122771
0.2218307843,0.7615938647,0.0162107057
0.2520631123,0.7254967142,0.0219801144
0.2822417091,0.6881231542,0.0290666602
0.3119196087,0.6497791937,0.0376113234
0.3406574390,0.6107716150,0.0477469088
0.3680299147,0.5714044032,0.0595951213
0.3936321195,0.5319752637,0.0732637590
0.4170854837,0.4927722769,0.0888440725
0.4380433706,0.4540707348,0.1064083310
0.4561961876,0.4161302020,0.1260076356
0.4712759481,0.3791918409,0.1476700170
0.4830602159,0.3434760362,0.1713988488
0.4913753741,0.3091803477,0.1971716052
0.4960991718,0.2764778202,0.2249389846
0.4971625096,0.2455156678,0.2546244171
0.4945504379,0.2164143489,0.2861239682
0.4883023556,0.1892670405,0.3193066428
0.4785114040,0.1641395149,0.3540150913
0.4653230669,0.1410704153,0.3900667106
0.4489329970,0.1200719226,0.4272551285
0.4295841019,0.1011307973,0.4653520539
0.4075629324,0.0842097781,0.5041094699
0.3831954275,0.0692493104,0.5432621416
0.3568420777,0.0561695765,0.5825304052
0.3288925814,0.0448727909,0.6216232022
0.2997600698,0.0352457246,0.6602413167
0.2698749891,0.0271624162,0.6980807731
0.2396787286,0.0204870249,0.7348363462
0.2096170905,0.0150767818,0.7702051369
0.1801336959,0.0107849900,0.8038901627
0.1516634278,0.0074640273,0.8356039145
0.1246260040,0.0049683033,0.8650718289
0.0994197785,0.0031571251,0.8920356284
0.0764158608,0.0018974259,0.9162564828
0.0559526407,0.0010663139,0.9375179469
0.0383307987,0.0005534027,0.9556286337
0.0238088770,0.0002628851,0.9704245862
0.0125994746,0.0001153200,0.9817713130
0.0048661236,0.0000491041,0.9895654606
0.0007208925,0.0000216046,0.9937360983
0.0002227510,0.0000099369,0.9942455974
0.0033767208,0.0000113752,0.9910900935
0.0101338245,0.0000433887,0.9842995239
0.0203918329,0.0001433042,0.9739372412
0.0339967989,0.0003676003,0.9600992082
0.0507453560,0.0007908434,0.9429127853
0.0703877460,0.0015042839,0.9225351282
0.0926315317,0.0026141331,0.8991512182
0.1171459387,0.0042395482,0.8729715533
0.1435667627,0.0065103579,0.8442295328
0.1715017679,0.0095645625,0.8131785721
0.2005364991,0.0135456490,0.7800889881
0.2302404182,0.0185997636,0.7452446996
0.2601732774,0.0248727842,0.7089397888
0.2898916319,0.0325073417,0.6714749711
0.3189553977,0.0416398350,0.6331540238
0.3469343575,0.0523974881,0.5942802217
0.3734145167,0.0648954966,0.5551528306
0.3980042177,0.0792343080,0.5160637052
0.4203399210,0.0954970817,0.4772940386
0.4400915685,0.1137473679,0.4391113083
0.4569674486,0.1340270458,0.4017664581
0.4707184936,0.1563545541,0.3654913539
0.4811419434,0.1807234450,0.3304965478
0.4880843236,0.2071012868,0.2969693770
0.4914436941,0.2354289363,0.2650724222
0.4911711338,0.2656201951,0.2349423440
0.4872714414,0.2975618606,0.2066891084
0.4798030417,0.3311141738,0.1803956096
0.4688770986,0.3661116634,0.1561176902
0.4546558494,0.4023643761,0.1338845533
0.4373501836,0.4396594816,0.1136995570
0.4172165050,0.4777632306,0.0955413736
0.3945529205,0.5164232432,0.0793654924
0.3696948150,0.5553710961,0.0651060398
0.3430098771,0.5943251765,0.0526778843
0.3148926482,0.6329937625,0.0419789917
0.2857586785,0.6710782905,0.0328929918
0.2560383735,0.7082767626,0.0252919142
0.2261706241,0.7442872499,0.0190390490
0.1965963141,0.7788114417,0.0139918868
0.1677518006,0.8115581916,0.0100050904
0.1400624643,0.8422470122,0.0069334526
0.1139364252,0.8706114691,0.0046347913
0.0897585152,0.8964024259,0.0029727381
0.0678845989,0.9193910972,0.0018193761
0.0486363240,0.9393718646,0.0010576850
0.0322963805,0.9561648167,0.0005837570
0.0191043375,0.9696179786,0.0003087468
0.0092531198,0.9796091984,0.0001605276
0.0028861751,0.9860476643,0.0000850264
0.0000953746,0.9888750320,0.0000472178
0.0009196762,0.9880661453,0.0000317618
0.0053445717,0.9836293414,0.0000432747
0.0133023234,0.9756063346,0.0001062309
0.0246729891,0.9640716833,0.0002644951
0.0392862170,0.9491318441,0.0005804939
0.0569237867,0.9309238308,0.0011340398
0.0773228554,0.9096134928,0.0020208250
0.1001798634,0.8853934422,0.0033506095
0.1251550399,0.8584806541,0.0052451317
0.1518774416,0.8291137780,0.0078357744
0.1799504506,0.7975501957,0.0112610221
0.2089576499,0.7640628682,0.0156637501
0.2384689880,0.7289370154,0.0211883880
0.2680471433,0.6924666755,0.0279780023
0.2972539935,0.6549511917,0.0361713435
0.3256570930,0.6166916753,0.0458999055
0.3528360649,0.5779874938,0.0572850435
0.3783888107,0.5391328335,0.0704351961
0.4019374480,0.5004133823,0.0854432574
0.4231338869,0.4621031787,0.1023841408
0.4416649641,0.4244616694,0.1213125745
0.4572570578,0.3877310153,0.1422611659
0.4696801171,0.3521336801,0.1652387665
0.4787510438,0.3178703342,0.1902291668
0.4843363803,0.2851180995,0.2171901446
0.4863542610,0.2540291570,0.2460528837
0.4847756010,0.2247297321,0.2767217778
0.4796245038,0.1973194695,0.3090746260
0.4709778816,0.1718712007,0.3429632209
0.4589642962,0.1484311039,0.3782143261
0.4437620355,0.1270192488,0.4146310322
0.4255964571,0.1076305130,0.4519944755
0.4047366353,0.0902358532,0.4900658995
0.3814913650,0.0747839070,0.5285890307
0.3562045785,0.0612028967,0.5672927404
