(1.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.51438,0.75106),(-0.05068,-0.07399),(0.00000,0.00000),(0.33339,-0.22833),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(-0.05068,-0.07399),(0.51438,0.75106),(0.00000,0.00000),(0.33339,-0.22833),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(-0.29660,0.76516),(0.00000,0.00000),(0.37677,0.14605),(0.37677,0.14605)
(0.00000,0.00000),(0.33339,-0.22833),(0.33339,-0.22833),(0.00000,0.00000),(0.46370,0.67706),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.37677,0.14605),(0.00000,0.00000),(-0.32901,0.84878),(0.03241,-0.08362)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.37677,0.14605),(0.00000,0.00000),(0.03241,-0.08362),(-0.32901,0.84878)
