0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00020,0.00000,0.00000,0.00020,0.00000,0.00000,0.00000,0.99930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00080,0.00000,0.00000,0.00080,0.00000,0.00000,0.00000,0.99720,0.00000,0.00000,0.00000,0.00000,0.00000,0.00120,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00179,0.00000,0.00000,0.00179,0.00000,0.00000,0.00001,0.99372,0.00000,0.00001,0.00000,0.00000,0.00000,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00318,0.00000,0.00000,0.00318,0.00000,0.00000,0.00002,0.98885,0.00000,0.00002,0.00000,0.00000,0.00000,0.00476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00494,0.00000,0.00000,0.00494,0.00000,0.00000,0.00004,0.98263,0.00000,0.00004,0.00000,0.00000,0.00000,0.00739,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00708,0.00000,0.00000,0.00708,0.00000,0.00000,0.00008,0.97507,0.00000,0.00008,0.00000,0.00000,0.00000,0.01058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00005,0.00000,0.00000,0.00000,0.00958,0.00000,0.00000,0.00958,0.00000,0.00000,0.00015,0.96620,0.00000,0.00015,0.00000,0.00000,0.00000,0.01430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00008,0.00000,0.00000,0.00000,0.01242,0.00000,0.00000,0.01242,0.00000,0.00000,0.00025,0.95606,0.00000,0.00025,0.00000,0.00000,0.00000,0.01851,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00013,0.00000,0.00000,0.00000,0.01560,0.00000,0.00000,0.01560,0.00000,0.00000,0.00040,0.94467,0.00000,0.00040,0.00000,0.00000,0.00000,0.02321,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
