,0
0,0.0
1,0.010000000000000907
2,0.019900000000001847
3,0.029701000000002756
4,0.03940399000000348
5,0.04900995010000435
6,0.05851985059900499
7,0.06793465209301552
8,0.07725530557208614
9,0.08648275251636613
10,0.09561792499120327
11,0.10466174574129186
12,0.11361512828387961
13,0.1224789770010415
14,0.1312541872310319
15,0.1399416453587223
16,0.14854222890513616
17,0.15705680661608556
18,0.16548623854992559
19,0.1738313761644269
20,0.18209306240278345
21,0.1902721317787563
22,0.19836941046096945
23,0.20638571635636052
24,0.2143218591927975
25,0.2221786406008702
26,0.2299568541948624
27,0.23765728565291458
28,0.24528071279638597
29,0.25282790566842295
30,0.2602996266117395
31,0.26769663034562297
32,0.2750196640421678
33,0.2822694674017468
34,0.2894467727277301
35,0.2965523050004536
36,0.30358678195044986
37,0.3105509141309463
38,0.3174454049896377
39,0.32427095093974195
40,0.33102824143034537
41,0.33771795901604257
42,0.3443407794258829
43,0.35089737163162515
44,0.35738839791530946
45,0.363814513936157
46,0.3701763687967962
47,0.3764746051088292
48,0.38270985905774185
49,0.3888827604671653
50,0.3949939328624943
51,0.40104399353386994
52,0.407033553598532
53,0.4129632180625473
54,0.41883358588192254
55,0.42464525002310405
56,0.4303987975228737
57,0.4360948095476456
58,0.4417338614521698
59,0.44731652283764883
60,0.45284335760927297
61,0.4583149240331806
62,0.46373177479284944
63,0.4690944570449216
64,0.4744035124744732
65,0.47965947734972936
66,0.4848628825762327
67,0.4900142537504711
68,0.495114111212967
69,0.500162970100838
70,0.5051613403998303
71,0.5101097269958325
72,0.5150086297258748
73,0.5198585434286168
74,0.5246599579943313
75,0.5294133584143887
76,0.5341192248302455
77,0.5387780325819438
78,0.5433902522561249
79,0.5479563497335642
80,0.5524767862362292
81,0.5569520183738677
82,0.5613824981901296
83,0.565768673208229
84,0.5701109864761473
85,0.5744098766113865
86,0.5786657778452734
87,0.5828791200668213
88,0.5870503288661538
89,0.5911798255774929
90,0.5952680273217187
91,0.5993153470485021
92,0.6033221935780179
93,0.6072889716422383
94,0.6112160819258167
95,0.6151039211065592
96,0.618952881895494
97,0.62276335307654
98,0.6265357195457752
99,0.6302703623503181
100,0.6339676587268156
101,0.637627982139548
102,0.6412517023181532
103,0.6448391852949723
104,0.6483907934420232
105,0.6519068855076036
106,0.6553878166525282
107,0.6588339384860036
108,0.6622455991011442
109,0.6656231431101334
110,0.6689669116790328
111,0.6722772425622432
112,0.6755544701366213
113,0.6787989254352557
114,0.6820109361809038
115,0.6851908268190955
116,0.6883389185509051
117,0.6914555293653968
118,0.6945409740717435
119,0.6975955643310268
120,0.7006196086877172
121,0.7036134126008405
122,0.7065772784748329
123,0.7095115056900851
124,0.7124163906331848
125,0.7152922267268538
126,0.7181393044595857
127,0.7209579114149905
128,0.7237483323008413
129,0.7265108489778336
130,0.7292457404880559
131,0.7319532830831759
132,0.7346337502523448
133,0.7372874127498221
134,0.7399145386223245
135,0.7425153932361019
136,0.7450902393037415
137,0.7476393369107048
138,0.7501629435415984
139,0.7526613141061831
140,0.7551347009651219
141,0.7575833539554713
142,0.7600075204159172
143,0.7624074452117588
144,0.7647833707596418
145,0.7671355370520461
146,0.7694641816815263
147,0.7717695398647116
148,0.7740518444660652
149,0.7763113260214052
150,0.7785482127611919
151,0.7807627306335806
152,0.7829551033272455
153,0.7851255522939736
154,0.7872742967710348
155,0.7894015538033251
156,0.7915075382652926
157,0.7935924628826404
158,0.7956565382538147
159,0.7976999728712773
160,0.799722973142565
161,0.8017257434111401
162,0.8037084859770293
163,0.8056714011172595
164,0.8076146871060875
165,0.8095385402350274
166,0.8114431548326778
167,0.8133287232843516
168,0.8151954360515088
169,0.8170434816909942
170,0.8188730468740849
171,0.8206843164053447
172,0.8224774732412918
173,0.8242526985088794
174,0.8260101715237912
175,0.827750069808554
176,0.8294725691104693
177,0.8311778434193653
178,0.8328660649851723
179,0.8345374043353212
180,0.8361920302919685
181,0.8378301099890496
182,0.8394518088891598
183,0.8410572908002689
184,0.8426467178922669
185,0.8442202507133448
186,0.8457780482062119
187,0.8473202677241506
188,0.8488470650469098
189,0.8503585943964413
190,0.8518550084524776
191,0.8533364583679536
192,0.8548030937842747
193,0.8562550628464325
194,0.8576925122179688
195,0.8591155870957897
196,0.8605244312248325
197,0.8619191869125847
198,0.8632999950434596
199,0.8646669950930257
200,0.8660203251420959
201,0.8673601218906756
202,0.8686865206717694
203,0.8699996554650524
204,0.8712996589104026
205,0.8725866623212992
206,0.8738607956980868
207,0.8751221877411066
208,0.8763709658636961
209,0.87760725620506
210,0.8788311836430102
211,0.8800428718065807
212,0.8812424430885156
213,0.8824300186576312
214,0.8836057184710556
215,0.8847696612863457
216,0.8859219646734829
217,0.8870627450267488
218,0.888192117576482
219,0.889310196400718
220,0.8904170944367116
221,0.8915129234923452
222,0.8925977942574225
223,0.8936718163148492
224,0.8947350981517013
225,0.8957877471701851
226,0.8968298696984839
227,0.8978615710014997
228,0.8988829552914852
229,0.8998941257385711
230,0.900895184481186
231,0.9018862326363749
232,0.902867370310012
233,0.9038386966069125
234,0.9048003096408441
235,0.9057523065444364
236,0.9066947834789927
237,0.9076278356442035
238,0.9085515572877622
239,0.9094660417148852
240,0.9103713812977372
241,0.9112676674847606
242,0.9121549908099137
243,0.9130334409018154
244,0.9139031064927979
245,0.9147640754278705
246,0.9156164346735925
247,0.9164602703268574
248,0.9172956676235894
249,0.9181227109473542
250,0.9189414838378813
251,0.9197520689995032
252,0.9205545483095088
253,0.9213490028264144
254,0.922135512798151
255,0.9229141576701703
256,0.9236850160934693
257,0.9244481659325353
258,0.9252036842732105
259,0.9259516474304791
260,0.926692130956175
261,0.9274252096466139
262,0.9281509575501484
263,0.9288694479746475
264,0.9295807534949017
265,0.9302849459599534
266,0.9309820965003546
267,0.9316722755353517
268,0.9323555527799988
269,0.9330319972521995
270,0.9337016772796782
271,0.934364660506882
272,0.9350210139018139
273,0.9356708037627964
274,0.9363140957251692
275,0.9369509547679182
276,0.9375814452202398
277,0.9382056307680381
278,0.9388235744603585
279,0.9394353387157556
280,0.9400409853285987
281,0.9406405754753134
282,0.941234169720561
283,0.9418218280233562
284,0.9424036097431233
285,0.9429795736456928
286,0.9435497779092367
287,0.9441142801301449
288,0.9446731373288441
