fidelity
0.0
5e-21
2e-20
4.4999999999999995e-20
8e-20
1.25e-19
1.8000000000000003e-19
2.4500000000000004e-19
3.2e-19
4.0499999999999996e-19
4.999999999999999e-19
6.049999999999999e-19
7.199999999999997e-19
8.449999999999996e-19
9.799999999999998e-19
1.1249999999999998e-18
1.28e-18
1.4450000000000002e-18
1.6200000000000004e-18
1.8050000000000004e-18
2.000000000000001e-18
2.205000000000001e-18
2.4200000000000014e-18
2.6450000000000013e-18
2.8800000000000016e-18
3.1250000000000022e-18
3.3800000000000024e-18
3.645000000000002e-18
3.920000000000002e-18
4.205000000000003e-18
4.500000000000003e-18
4.805000000000003e-18
5.1200000000000036e-18
5.4450000000000045e-18
5.780000000000005e-18
6.125000000000005e-18
6.4800000000000056e-18
6.845000000000006e-18
7.220000000000006e-18
7.605000000000007e-18
8.000000000000008e-18
8.405000000000009e-18
8.820000000000009e-18
9.245000000000009e-18
9.68000000000001e-18
1.012500000000001e-17
1.0580000000000011e-17
1.1045000000000012e-17
1.1520000000000013e-17
1.2005000000000013e-17
1.2500000000000014e-17
1.3005000000000015e-17
1.3520000000000016e-17
1.4045000000000014e-17
1.4580000000000013e-17
1.5125000000000015e-17
1.5680000000000015e-17
1.6245000000000018e-17
1.6820000000000017e-17
1.7405000000000018e-17
1.8000000000000018e-17
1.860500000000002e-17
1.922000000000002e-17
1.984500000000002e-17
2.0480000000000024e-17
2.1125000000000023e-17
2.1780000000000024e-17
2.2445000000000025e-17
2.3120000000000028e-17
2.3805000000000027e-17
2.4500000000000028e-17
2.520500000000003e-17
2.5920000000000032e-17
2.664500000000003e-17
2.738000000000003e-17
2.812500000000003e-17
2.888000000000004e-17
2.9645000000000036e-17
3.042000000000004e-17
3.120500000000004e-17
3.200000000000004e-17
3.280500000000004e-17
3.362000000000004e-17
3.444500000000004e-17
3.5280000000000046e-17
3.6125000000000045e-17
3.698000000000005e-17
3.784500000000005e-17
3.872000000000005e-17
3.9605000000000054e-17
4.0500000000000054e-17
4.1405000000000054e-17
4.232000000000006e-17
4.3245000000000056e-17
4.418000000000006e-17
4.512500000000006e-17
4.608000000000006e-17
4.7045000000000064e-17
4.8020000000000063e-17
4.900500000000007e-17
5.0000000000000067e-17
5.100500000000007e-17
5.202000000000007e-17
5.3045000000000075e-17
5.4080000000000076e-17
5.5125000000000076e-17
5.618000000000008e-17
5.724500000000007e-17
5.832000000000005e-17
5.940500000000005e-17
6.050000000000003e-17
6.160500000000002e-17
6.272000000000001e-17
6.384499999999999e-17
6.497999999999999e-17
6.612499999999998e-17
6.727999999999996e-17
6.844499999999995e-17
6.961999999999994e-17
7.080499999999992e-17
7.199999999999991e-17
7.32049999999999e-17
7.441999999999987e-17
7.564499999999987e-17
7.687999999999986e-17
7.812499999999984e-17
7.937999999999982e-17
8.06449999999998e-17
8.191999999999979e-17
8.320499999999978e-17
8.449999999999976e-17
8.580499999999975e-17
8.711999999999973e-17
8.844499999999972e-17
8.977999999999969e-17
9.112499999999968e-17
9.247999999999966e-17
9.384499999999964e-17
9.521999999999963e-17
9.660499999999961e-17
9.79999999999996e-17
9.940499999999957e-17
1.0081999999999955e-16
1.0224499999999953e-16
1.0367999999999952e-16
1.051249999999995e-16
1.0657999999999948e-16
1.0804499999999946e-16
1.0951999999999944e-16
1.1100499999999942e-16
1.1249999999999939e-16
1.1400499999999937e-16
1.1551999999999936e-16
1.1704499999999935e-16
1.185799999999993e-16
1.201249999999993e-16
1.2167999999999927e-16
1.2324499999999925e-16
1.2481999999999924e-16
1.2640499999999922e-16
1.279999999999992e-16
1.2960499999999917e-16
1.3121999999999915e-16
1.3284499999999913e-16
1.344799999999991e-16
1.3612499999999908e-16
1.3777999999999906e-16
1.3944499999999903e-16
1.41119999999999e-16
1.4280499999999897e-16
1.4449999999999895e-16
1.4620499999999892e-16
1.479199999999989e-16
1.4964499999999888e-16
1.5137999999999885e-16
1.5312499999999884e-16
1.548799999999988e-16
1.5664499999999877e-16
1.5841999999999876e-16
1.6020499999999872e-16
1.619999999999987e-16
1.6380499999999868e-16
1.6561999999999864e-16
1.6744499999999862e-16
1.6927999999999858e-16
1.7112499999999857e-16
1.7297999999999852e-16
1.748449999999985e-16
1.7671999999999849e-16
1.7860499999999844e-16
1.8049999999999842e-16
1.824049999999984e-16
1.8431999999999835e-16
1.8624499999999833e-16
1.881799999999983e-16
1.9012499999999828e-16
1.9207999999999823e-16
1.940449999999982e-16
1.9601999999999818e-16
1.9800499999999815e-16
1.9999999999999812e-16
2.020049999999981e-16
2.0401999999999806e-16
2.0604499999999803e-16
2.08079999999998e-16
2.1012499999999797e-16
2.1217999999999793e-16
2.142449999999979e-16
2.1631999999999786e-16
2.1840499999999783e-16
2.204999999999978e-16
2.226049999999978e-16
2.247199999999977e-16
2.268449999999977e-16
2.2897999999999766e-16
2.311249999999976e-16
2.332799999999976e-16
2.3544499999999756e-16
2.3761999999999754e-16
2.398049999999975e-16
2.4199999999999747e-16
2.4420499999999743e-16
2.464199999999974e-16
2.4864499999999736e-16
2.5087999999999733e-16
2.531249999999973e-16
2.5537999999999726e-16
2.576449999999972e-16
2.599199999999972e-16
2.6220499999999713e-16
2.644999999999971e-16
2.6680499999999705e-16
2.69119999999997e-16
2.7144499999999696e-16
2.7377999999999693e-16
2.761249999999969e-16
2.784799999999969e-16
2.8084499999999683e-16
2.832199999999968e-16
2.8560499999999673e-16
2.879999999999967e-16
2.904049999999967e-16
2.9281999999999664e-16
