0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000003,0.0000001495,0.0000404433,0.0073094882,0.9926362369,0.0000000000,0.0000000008,0.0000001498,0.0000135311,0.0000000000,0.0000000000,0.0000000001,0.0000000000,0.0000000000,0.0000000000
0.0000000675,0.0000090990,0.0006178880,0.0281798934,0.9709745818,0.0000000020,0.0000002037,0.0000091944,0.0002090435,0.0000000000,0.0000000011,0.0000000256,0.0000000000,0.0000000000,0.0000000000
0.0000015959,0.0000953528,0.0028968716,0.0596495758,0.9362547659,0.0000001091,0.0000048537,0.0000976409,0.0009985555,0.0000000021,0.0000000616,0.0000006150,0.0000000000,0.0000000002,0.0000000000
0.0000142333,0.0004766696,0.0082258260,0.0974345069,0.8903877919,0.0000017646,0.0000437727,0.0004974739,0.0029112881,0.0000000612,0.0000009989,0.0000056073,0.0000000006,0.0000000050,0.0000000000
0.0000732677,0.0015643666,0.0175126222,0.1367274652,0.8357514312,0.0000145739,0.0002287310,0.0016742522,0.0064143925,0.0000008075,0.0000082812,0.0000297296,0.0000000131,0.0000000660,0.0000000000
0.0002629792,0.0038855360,0.0307551847,0.1730189570,0.7749536538,0.0000778486,0.0008370973,0.0042931857,0.0117532018,0.0000063897,0.0000444594,0.0001108355,0.0000001532,0.0000005175,0.0000000007
0.0007276071,0.0078794089,0.0469059218,0.2027578628,0.7105997243,0.0003050656,0.0023738504,0.0090548790,0.0188594287,0.0000352645,0.0001753596,0.0003216114,0.0000011844,0.0000028242,0.0000000073
0.0016466266,0.0136507763,0.0641032891,0.2237335930,0.6450935680,0.0009451967,0.0055405889,0.0164501201,0.0273493349,0.0001485647,0.0005478407,0.0007719696,0.0000067397,0.0000117359,0.0000000559
0.0031648796,0.0208073348,0.0801588899,0.2351486046,0.5804937195,0.0024291796,0.0110664197,0.0265340828,0.0366030208,0.0005063324,0.0014228298,0.0015948164,0.0000302206,0.0000393425,0.0000003271
0.0052971379,0.0284791143,0.0931061813,0.2374301877,0.5184318176,0.0053488023,0.0194280024,0.0388201499,0.0458924334,0.0014522563,0.0031749347,0.0029149509,0.0001118544,0.0001106280,0.0000015486
0.0078534537,0.0355315391,0.1016230320,0.2318807325,0.4600902537,0.0103217828,0.0305654328,0.0523431223,0.0545167137,0.0036048274,0.0062314465,0.0048101180,0.0003532189,0.0002681689,0.0000061576
0.0104356706,0.0408886849,0.1052177447,0.2202779280,0.4062274129,0.0177428892,0.0437344664,0.0658687507,0.0619095412,0.0079038774,0.0109459684,0.0072792891,0.0009751079,0.0005715198,0.0000211487
0.0125280897,0.0438327529,0.1041713982,0.2045164546,0.3572348966,0.0274928297,0.0575934312,0.0781687313,0.0676989289,0.0155439524,0.0174389701,0.0102320806,0.0023971105,0.0010862764,0.0000640970
0.0136579340,0.0441642932,0.0993114028,0.1863453647,0.3132108977,0.0387355629,0.0705201814,0.0882633952,0.0717177986,0.0277407871,0.0254698052,0.0135048744,0.0053229434,0.0018604616,0.0001742978
0.0135603609,0.0421794446,0.0917250202,0.1672163960,0.2740364558,0.0499371437,0.0810449474,0.0955604746,0.0739771446,0.0453341378,0.0344098170,0.0168978711,0.0107978511,0.0028920289,0.0004309066
0.0122736856,0.0385024854,0.0825076358,0.1482292453,0.2394452848,0.0591661548,0.0882297063,0.0998687048,0.0746195286,0.0683158940,0.0433537473,0.0202187527,0.0201914029,0.0040988337,0.0009789380
0.0101209197,0.0338621886,0.0725987230,0.1301448400,0.2090820236,0.0646113143,0.0918531959,0.1013131881,0.0738694815,0.0954492438,0.0513479747,0.0233168464,0.0350610648,0.0053072879,0.0020617078
0.0075879094,0.0289010984,0.0627134249,0.1134354913,0.1825472585,0.0651364524,0.0923536341,0.1002061408,0.0719918019,0.1241666229,0.0576583096,0.0260967895,0.0568761914,0.0062739152,0.0040549598
0.0051562202,0.0240697308,0.0533466923,0.0983469631,0.1594301023,0.0606517240,0.0905846039,0.0969270819,0.0692620142,0.1508721387,0.0619782638,0.0285094312,0.0866271625,0.0067435685,0.0074943025
0.0031645357,0.0196109450,0.0448152681,0.0849568993,0.1393304280,0.0521433315,0.0874999519,0.0918481329,0.0659478490,0.1716374705,0.0645047004,0.0305258288,0.1243976434,0.0065319936,0.0130850218
0.0017495338,0.0156075105,0.0373067875,0.0732229173,0.1218732405,0.0413469419,0.0838799803,0.0853148220,0.0622977743,0.1831198369,0.0658683025,0.0321049670,0.1690185352,0.0056055446,0.0216833057
0.0008722484,0.0120560569,0.0309174958,0.0630199493,0.1067174153,0.0302021808,0.0801630282,0.0776702934,0.0585323247,0.1834185151,0.0669678371,0.0331669531,0.2179292157,0.0041250901,0.0342413961
0.0003960075,0.0089362042,0.0256736021,0.0541696526,0.0935604617,0.0203103450,0.0763937715,0.0692964809,0.0548354434,0.1725803601,0.0687858877,0.0335820517,0.2673343292,0.0024293031,0.0517160993
0.0001678298,0.0062540802,0.0215409600,0.0464654719,0.0821403290,0.0125947836,0.0722721117,0.0606421178,0.0513451301,0.1525768585,0.0722462628,0.0331828589,0.3126689256,0.0009532110,0.0749490691
0.0000690379,0.0040498445,0.0184308307,0.0396961432,0.0722347665,0.0072517487,0.0672850953,0.0522154764,0.0481443687,0.1267622944,0.0781250426,0.0318019113,0.3492942029,0.0001033366,0.1045359003
0.0000281615,0.0023709357,0.0162062224,0.0336688234,0.0636584699,0.0039430614,0.0609062891,0.0445379525,0.0452541394,0.0990053889,0.0869822988,0.0293295053,0.3732720655,0.0001300496,0.1407066365
0.0000103965,0.0012276935,0.0146875554,0.0282309872,0.0562582152,0.0020917621,0.0528306832,0.0380766330,0.0426304613,0.0727882375,0.0990707089,0.0257774131,0.3820365325,0.0010419573,0.1832407633
0.0000021524,0.0005600429,0.0136541401,0.0232880018,0.0499063406,0.0011357130,0.0431801554,0.0331888079,0.0401674388,0.0505486338,0.1142081131,0.0213268638,0.3748052646,0.0025937722,0.2314345596
0.0000000733,0.0002423614,0.0128432779,0.0188115133,0.0444931701,0.0006587928,0.0325919350,0.0301083826,0.0377085287,0.0334223489,0.1316528123,0.0163383380,0.3526461422,0.0043533460,0.2841289775
0.0000036804,0.0001326407,0.0119595631,0.0148337005,0.0399191394,0.0004051847,0.0221220395,0.0289808600,0.0350683459,0.0213810619,0.1500572656,0.0113095092,0.3182064158,0.0058260208,0.3397945724
0.0000091763,0.0001398893,0.0107140552,0.0114254738,0.0360873901,0.0002372888,0.0129652752,0.0299205163,0.0320662098,0.0136303467,0.1675697152,0.0067847928,0.2751943325,0.0065960630,0.3966594749
0.0000082530,0.0002618704,0.0089054042,0.0086631084,0.0328974417,0.0000988532,0.0060839811,0.0330406526,0.0285693231,0.0090777513,0.1821017111,0.0032391432,0.2277507940,0.0064421525,0.4528595601
0.0000003577,0.0005546706,0.0065290695,0.0065956108,0.0302403374,0.0000066770,0.0018970959,0.0384135758,0.0245381303,0.0067092440,0.1917076100,0.0009712421,0.1798520116,0.0053962004,0.5065881670
0.0000208234,0.0010389879,0.0038668107,0.0052299968,0.0279956006,0.0000530335,0.0001675764,0.0459544303,0.0200610375,0.0057921934,0.1949676432,0.0000404391,0.1348499925,0.0037357086,0.5562257261
0.0001714679,0.0016021162,0.0014890022,0.0045487342,0.0260305369,0.0003871739,0.0001385990,0.0552749187,0.0153636041,0.0059088580,0.1912575892,0.0002671064,0.0952036863,0.0019205871,0.6004360199
0.0006266970,0.0019809754,0.0001189642,0.0045606991,0.0242028439,0.0011629667,0.0008517058,0.0655890865,0.0107814211,0.0068799938,0.1808292085,0.0012935736,0.0623998602,0.0004985771,0.6382234270
0.0015911940,0.0018820118,0.0003665626,0.0053673073,0.0223678286,0.0024713421,0.0014975984,0.0757480449,0.0066965431,0.0086511627,0.1646950611,0.0026823691,0.0370242848,0.0000062765,0.6689524131
0.0032094707,0.0012136902,0.0024165817,0.0072078661,0.0203913110,0.0042942237,0.0016474564,0.0844297464,0.0034512764,0.0111946584,0.1443761040,0.0040186605,0.0189267243,0.0008868644,0.6923353660
0.0054613864,0.0003190659,0.0058143333,0.0104436583,0.0181681441,0.0065075921,0.0012870763,0.0904365222,0.0012643595,0.0144484145,0.1216039655,0.0049876234,0.0074252324,0.0034354457,0.7083971803
0.0080992086,0.0000570515,0.0094861482,0.0154561191,0.0156441796,0.0089329950,0.0006809740,0.0929954308,0.0001771746,0.0182881324,0.0980637122,0.0054115321,0.0015089782,0.0077732854,0.7174250782
0.0106729639,0.0016278353,0.0120518866,0.0224688591,0.0128370121,0.0114098798,0.0001685594,0.0919466573,0.0000490213,0.0225185366,0.0752276023,0.0052482225,0.0000159129,0.0138462327,0.7199108182
0.0126513817,0.0061583339,0.0123571553,0.0313438721,0.0098489629,0.0138527490,0.0000034552,0.0877499317,0.0006033445,0.0268726911,0.0542857630,0.0045649291,0.0017757484,0.0214410734,0.7164906088
0.0135956016,0.0141979490,0.0100336724,0.0414304353,0.0068656318,0.0162693001,0.0002974352,0.0813150880,0.0015082473,0.0310178492,0.0361445355,0.0035055581,0.0057171498,0.0302151060,0.7078864405
0.0133110373,0.0253476629,0.0058501153,0.0515446977,0.0041356389,0.0187365095,0.0010627789,0.0737310814,0.0024628728,0.0345748373,0.0214477548,0.0022657263,0.0109410926,0.0397366272,0.6948515671
0.0119093196,0.0382094576,0.0016752332,0.0601235144,0.0019317058,0.0213467701,0.0023037495,0.0659952835,0.0032614660,0.0371599922,0.0105818451,0.0010816744,0.0167623301,0.0495351583,0.6781225003
0.0097548514,0.0507092660,0.0000215290,0.0655376572,0.0004988165,0.0241404933,0.0041059708,0.0588238001,0.0038185847,0.0384519339,0.0036474282,0.0002301924,0.0227204694,0.0591591160,0.6583798909
0.0073255423,0.0606807382,0.0033083175,0.0664890658,0.0000000268,0.0270407231,0.0066961263,0.0525731558,0.0041560420,0.0382718706,0.0004094895,0.0000297011,0.0285628970,0.0682356369,0.6362206673
0.0050542661,0.0664830510,0.0131002499,0.0623789670,0.0004727704,0.0298075795,0.0104640618,0.0472560794,0.0043665192,0.0366520983,0.0002637922,0.0008292766,0.0342037865,0.0765240394,0.6121434625
