0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00046,0.00000,0.99861,0.00000,0.00000,0.00092,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00184,0.00000,0.99446,0.00001,0.00000,0.00369,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00413,0.00000,0.98758,0.00004,0.00000,0.00826,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00729,0.00000,0.97800,0.00012,0.00000,0.01458,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.01130,0.00000,0.96581,0.00030,0.00000,0.02260,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.01610,0.00000,0.95108,0.00061,0.00000,0.03221,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.02165,0.00000,0.93391,0.00113,0.00000,0.04331,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.02789,0.00000,0.91442,0.00191,0.00000,0.05578,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.03474,0.00000,0.89274,0.00304,0.00000,0.06948,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.04213,0.00000,0.86902,0.00460,0.00000,0.08426,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.04997,0.00000,0.84342,0.00666,0.00000,0.09995,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.05819,0.00000,0.81610,0.00934,0.00000,0.11638,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.06668,0.00000,0.78724,0.01271,0.00000,0.13337,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.07536,0.00000,0.75703,0.01688,0.00000,0.15073,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.08413,0.00000,0.72566,0.02195,0.00000,0.16826,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.09289,0.00000,0.69333,0.02800,0.00000,0.18578,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.10154,0.00000,0.66024,0.03514,0.00000,0.20308,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.10999,0.00000,0.62658,0.04344,0.00000,0.21999,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.11815,0.00000,0.59255,0.05300,0.00000,0.23630,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.12592,0.00000,0.55836,0.06389,0.00000,0.25183,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.13321,0.00000,0.52419,0.07617,0.00000,0.26643,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.13996,0.00000,0.49022,0.08990,0.00000,0.27992,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.14607,0.00000,0.45665,0.10513,0.00000,0.29215,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.15149,0.00000,0.42363,0.12190,0.00000,0.30299,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.15616,0.00000,0.39132,0.14021,0.00000,0.31231,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.16001,0.00000,0.35988,0.16008,0.00000,0.32003,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.16302,0.00000,0.32943,0.18151,0.00000,0.32604,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.16514,0.00000,0.30011,0.20446,0.00000,0.33028,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.16636,0.00000,0.27201,0.22891,0.00000,0.33271,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.16665,0.00000,0.24524,0.25481,0.00000,0.33330,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.16602,0.00000,0.21987,0.28207,0.00000,0.33204,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.16448,0.00000,0.19595,0.31062,0.00000,0.32895,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.16203,0.00000,0.17355,0.34037,0.00000,0.32406,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.15871,0.00000,0.15268,0.37119,0.00000,0.31742,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.15455,0.00000,0.13338,0.40296,0.00000,0.30911,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.14961,0.00000,0.11563,0.43554,0.00000,0.29922,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.14393,0.00000,0.09943,0.46878,0.00000,0.28786,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.13758,0.00000,0.08475,0.50252,0.00000,0.27515,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.13062,0.00000,0.07155,0.53658,0.00000,0.26125,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.12315,0.00000,0.05978,0.57078,0.00000,0.24629,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.11523,0.00000,0.04938,0.60494,0.00000,0.23045,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.10695,0.00000,0.04029,0.63885,0.00000,0.21391,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.09842,0.00000,0.03242,0.67233,0.00000,0.19684,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.08972,0.00000,0.02568,0.70517,0.00000,0.17943,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.08094,0.00000,0.02000,0.73718,0.00000,0.16188,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.07220,0.00000,0.01527,0.76815,0.00000,0.14439,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.06357,0.00000,0.01140,0.79789,0.00000,0.12714,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.05517,0.00000,0.00829,0.82621,0.00000,0.11034,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.04708,0.00000,0.00585,0.85292,0.00000,0.09415,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.03939,0.00000,0.00398,0.87786,0.00000,0.07877,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.03218,0.00000,0.00259,0.90086,0.00000,0.06437,0.00000,0.00000,0.00000
