,0
0,0.0
1,0.010000000000000491
2,0.019899961805605656
3,0.029700810174443173
4,0.039403461754589385
5,0.049008825153528626
6,0.05851780100653553
7,0.06793128204448662
8,0.07725015316110596
9,0.08647529147964787
10,0.09560756641902367
11,0.1046478397593743
12,0.11359696570709636
13,0.12245579095932417
14,0.1312251547678726
15,0.13990588900264586
16,0.14849881821451558
17,0.15700475969767358
18,0.16542452355146325
19,0.17375891274169383
20,0.18200872316144154
21,0.19017474369134296
22,0.19825775625938322
23,0.20625853590018475
24,0.2141778508137992
25,0.22201646242400785
26,0.22977512543613487
27,0.2374545878943756
28,0.2450555912386454
29,0.252578870360953
30,0.26002515366130174
31,0.26739516310312245
32,0.2746896142682426
33,0.28190921641139566
34,0.2890546725142724
35,0.2961266793391217
36,0.3031259274818998
37,0.31005310142497705
38,0.3169088795894011
39,0.3236939343867229
40,0.3304089322703885
41,0.33705453378670025
42,0.343631393625351
43,0.35014016066953335
44,0.3565814780456315
45,0.3629559831724941
46,0.3692643078102947
47,0.37550707810898365
48,0.38168491465633175
49,0.3877984325255723
50,0.39384824132264296
51,0.3998349452330321
52,0.40575914306823063
53,0.41162142831179616
54,0.4174223891650283
55,0.42316260859226257
56,0.4288426643657832
57,0.43446312911035934
58,0.44002457034740655
59,0.4455275505387792
60,0.45097262713019326
61,0.45636035259428576
62,0.4616912744733123
63,0.46696593542148584
64,0.47218487324695924
65,0.4773486209534564
66,0.48245770678155314
67,0.48751265424960993
68,0.4925139821943626
69,0.49746220481117065
70,0.5023578316939279
71,0.5072013678746368
72,0.5119933138626508
73,0.5167341656835869
74,0.5214244149179097
75,0.5260645487391926
76,0.5306550499520559
77,0.5351963970297867
78,0.5396890641516413
79,0.5441335212398347
80,0.5485302339962184
81,0.552879663938649
82,0.5571822684370521
83,0.5614385007491812
84,0.5656488100560757
85,0.5698136414972218
86,0.5739334362054153
87,0.5780086313413322
88,0.5820396601278072
89,0.5860269518838249
90,0.5899709320582224
91,0.5938720222631099
92,0.5977306403070086
93,0.6015472002277102
94,0.605322112324858
95,0.6090557831922551
96,0.6127486157498986
97,0.6164010092757449
98,0.6200133594372066
