,0
0,0.0
1,7.74977525651756e-10
2,1.549955051303512e-09
3,2.3249325769552678e-09
4,3.099910102607024e-09
5,3.87488762825878e-09
6,4.6498651539105355e-09
7,5.424842679562291e-09
8,6.199820205214047e-09
9,6.9747977308658025e-09
10,7.749775256517558e-09
11,8.524752782169314e-09
12,9.29973030782107e-09
13,1.0074707833472825e-08
14,1.084968535912458e-08
15,1.1624662884776336e-08
16,1.2399640410428092e-08
17,1.3174617936079848e-08
18,1.3949595461731603e-08
19,1.4724572987383359e-08
20,1.5499550513035116e-08
21,1.6274528038686874e-08
22,1.704950556433863e-08
23,1.7824483089990388e-08
24,1.8599460615642145e-08
25,1.9374438141293903e-08
26,2.014941566694566e-08
27,2.0924393192597417e-08
28,2.1699370718249175e-08
29,2.2474348243900932e-08
30,2.324932576955269e-08
31,2.4024303295204447e-08
32,2.4799280820856204e-08
33,2.557425834650796e-08
34,2.634923587215972e-08
35,2.7124213397811476e-08
36,2.7899190923463233e-08
37,2.867416844911499e-08
38,2.9449145974766748e-08
39,3.0224123500418505e-08
40,3.099910102607026e-08
41,3.177407855172201e-08
42,3.254905607737377e-08
43,3.332403360302552e-08
44,3.4099011128677275e-08
45,3.487398865432903e-08
46,3.564896617998078e-08
47,3.642394370563254e-08
48,3.719892123128429e-08
49,3.7973898756936045e-08
50,3.87488762825878e-08
51,3.952385380823955e-08
52,4.029883133389131e-08
53,4.107380885954306e-08
54,4.1848786385194815e-08
55,4.262376391084657e-08
56,4.339874143649832e-08
57,4.417371896215008e-08
58,4.494869648780183e-08
59,4.5723674013453585e-08
60,4.649865153910534e-08
61,4.727362906475709e-08
62,4.804860659040885e-08
63,4.88235841160606e-08
64,4.9598561641712355e-08
65,5.037353916736411e-08
66,5.114851669301586e-08
67,5.192349421866762e-08
68,5.269847174431937e-08
69,5.3473449269971125e-08
70,5.424842679562288e-08
71,5.502340432127463e-08
72,5.5798381846926387e-08
73,5.657335937257814e-08
74,5.7348336898229895e-08
75,5.812331442388165e-08
76,5.88982919495334e-08
77,5.967326947518516e-08
78,6.044824700083692e-08
79,6.122322452648868e-08
80,6.199820205214044e-08
81,6.27731795777922e-08
82,6.354815710344396e-08
83,6.432313462909572e-08
84,6.509811215474748e-08
85,6.587308968039924e-08
86,6.6648067206051e-08
87,6.742304473170276e-08
88,6.819802225735452e-08
89,6.897299978300628e-08
90,6.974797730865804e-08
91,7.05229548343098e-08
92,7.129793235996157e-08
93,7.207290988561333e-08
94,7.284788741126509e-08
95,7.362286493691685e-08
96,7.439784246256861e-08
97,7.517281998822037e-08
98,7.594779751387213e-08
99,7.672277503952389e-08
100,7.749775256517565e-08
101,7.827273009082741e-08
102,7.904770761647917e-08
103,7.982268514213093e-08
104,8.059766266778269e-08
105,8.137264019343445e-08
106,8.214761771908621e-08
107,8.292259524473797e-08
108,8.369757277038974e-08
109,8.44725502960415e-08
110,8.524752782169326e-08
111,8.602250534734502e-08
112,8.679748287299678e-08
113,8.757246039864854e-08
114,8.83474379243003e-08
115,8.912241544995206e-08
116,8.989739297560382e-08
117,9.067237050125558e-08
118,9.144734802690734e-08
119,9.22223255525591e-08
120,9.299730307821086e-08
121,9.377228060386262e-08
122,9.454725812951438e-08
123,9.532223565516614e-08
124,9.60972131808179e-08
125,9.687219070646967e-08
126,9.764716823212143e-08
127,9.842214575777319e-08
128,9.919712328342495e-08
129,9.997210080907671e-08
130,1.0074707833472847e-07
131,1.0152205586038023e-07
132,1.0229703338603199e-07
133,1.0307201091168375e-07
134,1.0384698843733551e-07
135,1.0462196596298727e-07
136,1.0539694348863903e-07
137,1.0617192101429079e-07
138,1.0694689853994255e-07
139,1.0772187606559431e-07
140,1.0849685359124607e-07
141,1.0927183111689784e-07
142,1.100468086425496e-07
143,1.1082178616820136e-07
144,1.1159676369385312e-07
145,1.1237174121950488e-07
146,1.1314671874515664e-07
147,1.139216962708084e-07
148,1.1469667379646016e-07
149,1.1547165132211192e-07
150,1.1624662884776368e-07
151,1.1702160637341544e-07
152,1.177965838990672e-07
153,1.1857156142471896e-07
154,1.193465389503707e-07
155,1.2012151647602247e-07
156,1.2089649400167423e-07
157,1.21671471527326e-07
158,1.2244644905297775e-07
159,1.2322142657862951e-07
160,1.2399640410428127e-07
161,1.2477138162993303e-07
162,1.255463591555848e-07
163,1.2632133668123656e-07
164,1.2709631420688832e-07
165,1.2787129173254008e-07
166,1.2864626925819184e-07
167,1.294212467838436e-07
168,1.3019622430949536e-07
169,1.3097120183514712e-07
170,1.3174617936079888e-07
171,1.3252115688645064e-07
172,1.332961344121024e-07
173,1.3407111193775416e-07
174,1.3484608946340592e-07
175,1.3562106698905768e-07
176,1.3639604451470944e-07
177,1.371710220403612e-07
178,1.3794599956601296e-07
179,1.3872097709166473e-07
180,1.3949595461731649e-07
181,1.4027093214296825e-07
182,1.4104590966862e-07
183,1.4182088719427177e-07
184,1.4259586471992353e-07
185,1.433708422455753e-07
186,1.4414581977122705e-07
187,1.449207972968788e-07
188,1.4569577482253057e-07
189,1.4647075234818233e-07
190,1.472457298738341e-07
191,1.4802070739948585e-07
192,1.4879568492513761e-07
193,1.4957066245078937e-07
194,1.5034563997644113e-07
195,1.511206175020929e-07
196,1.5189559502774466e-07
197,1.5267057255339642e-07
198,1.5344555007904818e-07
199,1.5422052760469994e-07
200,1.549955051303517e-07
201,1.5577048265600346e-07
202,1.5654546018165522e-07
203,1.5732043770730698e-07
204,1.5809541523295874e-07
205,1.588703927586105e-07
206,1.5964537028426226e-07
207,1.6042034780991402e-07
208,1.6119532533556578e-07
209,1.6197030286121754e-07
210,1.627452803868693e-07
211,1.6352025791252106e-07
212,1.6429523543817283e-07
213,1.6507021296382459e-07
214,1.6584519048947635e-07
215,1.666201680151281e-07
216,1.6739514554077987e-07
217,1.6817012306643163e-07
218,1.689451005920834e-07
219,1.6972007811773515e-07
220,1.704950556433869e-07
221,1.7127003316903867e-07
222,1.7204501069469043e-07
223,1.728199882203422e-07
224,1.7359496574599395e-07
225,1.7436994327164571e-07
226,1.7514492079729747e-07
227,1.7591989832294923e-07
228,1.76694875848601e-07
229,1.7746985337425276e-07
230,1.7824483089990452e-07
231,1.7901980842555628e-07
232,1.7979478595120804e-07
233,1.805697634768598e-07
234,1.8134474100251156e-07
235,1.8211971852816332e-07
236,1.8289469605381508e-07
237,1.8366967357946684e-07
238,1.844446511051186e-07
239,1.8521962863077036e-07
240,1.8599460615642212e-07
241,1.8676958368207388e-07
242,1.8754456120772564e-07
243,1.883195387333774e-07
244,1.8909451625902917e-07
245,1.8986949378468093e-07
246,1.9064447131033269e-07
247,1.9141944883598445e-07
248,1.921944263616362e-07
249,1.9296940388728797e-07
250,1.9374438141293973e-07
251,1.945193589385915e-07
252,1.9529433646424325e-07
253,1.96069313989895e-07
254,1.9684429151554677e-07
255,1.9761926904119853e-07
256,1.983942465668503e-07
257,1.9916922409250205e-07
258,1.9994420161815381e-07
259,2.0071917914380557e-07
260,2.0149415666945733e-07
261,2.022691341951091e-07
262,2.0304411172076086e-07
263,2.0381908924641262e-07
264,2.0459406677206438e-07
265,2.0536904429771614e-07
266,2.061440218233679e-07
267,2.0691899934901966e-07
268,2.0769397687467142e-07
269,2.0846895440032318e-07
270,2.0924393192597494e-07
271,2.100189094516267e-07
272,2.1079388697727846e-07
273,2.1156886450293022e-07
274,2.1234384202858198e-07
275,2.1311881955423374e-07
276,2.138937970798855e-07
277,2.1466877460553727e-07
278,2.1544375213118903e-07
279,2.1621872965684079e-07
280,2.1699370718249255e-07
281,2.177686847081443e-07
282,2.1854366223379607e-07
283,2.1931863975944783e-07
284,2.200936172850996e-07
285,2.2086859481075135e-07
286,2.216435723364031e-07
287,2.2241854986205487e-07
288,2.2319352738770663e-07
289,2.239685049133584e-07
290,2.2474348243901015e-07
291,2.2551845996466191e-07
292,2.2629343749031367e-07
293,2.2706841501596543e-07
294,2.278433925416172e-07
295,2.2861837006726896e-07
296,2.2939334759292072e-07
297,2.3016832511857248e-07
298,2.3094330264422424e-07
299,2.31718280169876e-07
300,2.3249325769552776e-07
301,2.3326823522117952e-07
302,2.3404321274683128e-07
303,2.3481819027248304e-07
304,2.355931677981348e-07
305,2.3636814532378656e-07
306,2.3714312284943832e-07
307,2.3791810037509008e-07
308,2.3869307790074184e-07
309,2.394680554263936e-07
310,2.402430329520453e-07
311,2.4101801047769705e-07
312,2.417929880033488e-07
313,2.425679655290005e-07
314,2.4334294305465225e-07
315,2.44117920580304e-07
316,2.448928981059557e-07
317,2.4566787563160745e-07
318,2.464428531572592e-07
319,2.472178306829109e-07
320,2.4799280820856265e-07
321,2.487677857342144e-07
322,2.495427632598661e-07
323,2.5031774078551786e-07
324,2.510927183111696e-07
325,2.518676958368213e-07
326,2.5264267336247306e-07
327,2.534176508881248e-07
328,2.5419262841377653e-07
329,2.5496760593942826e-07
330,2.5574258346508e-07
331,2.5651756099073173e-07
332,2.5729253851638346e-07
333,2.580675160420352e-07
334,2.5884249356768693e-07
335,2.5961747109333867e-07
336,2.603924486189904e-07
337,2.6116742614464213e-07
338,2.6194240367029387e-07
339,2.627173811959456e-07
340,2.6349235872159734e-07
341,2.6426733624724907e-07
342,2.650423137729008e-07
343,2.6581729129855254e-07
344,2.6659226882420427e-07
345,2.67367246349856e-07
