0.000,0.015,0.005,0.058,0.011,0.182,0.010,0.003,0.068,0.012,0.280,0.000,0.091,0.008,0.106,0.056,0.000,0.003,0.002,0.057,0.000
0.000,0.017,0.002,0.048,0.024,0.193,0.012,0.002,0.064,0.010,0.280,0.000,0.088,0.002,0.104,0.061,0.003,0.004,0.001,0.053,0.000
0.000,0.017,0.000,0.038,0.039,0.208,0.013,0.002,0.056,0.008,0.274,0.001,0.081,0.000,0.099,0.070,0.009,0.006,0.000,0.048,0.000
0.000,0.015,0.000,0.028,0.055,0.227,0.013,0.001,0.045,0.007,0.263,0.001,0.073,0.001,0.092,0.081,0.015,0.008,0.000,0.043,0.000
0.000,0.013,0.001,0.020,0.069,0.251,0.012,0.000,0.032,0.005,0.248,0.002,0.065,0.005,0.082,0.093,0.021,0.009,0.002,0.037,0.000
0.000,0.010,0.004,0.013,0.080,0.278,0.010,0.000,0.020,0.003,0.230,0.001,0.057,0.011,0.072,0.105,0.024,0.011,0.007,0.033,0.000
0.000,0.007,0.007,0.007,0.085,0.308,0.009,0.000,0.010,0.002,0.210,0.001,0.050,0.018,0.061,0.112,0.026,0.012,0.015,0.030,0.000
0.000,0.005,0.009,0.003,0.086,0.340,0.006,0.003,0.004,0.000,0.188,0.000,0.043,0.024,0.050,0.113,0.027,0.012,0.026,0.028,0.001
0.000,0.003,0.012,0.001,0.080,0.373,0.004,0.007,0.001,0.000,0.165,0.000,0.037,0.029,0.041,0.106,0.026,0.011,0.040,0.027,0.003
0.000,0.003,0.015,0.000,0.070,0.406,0.003,0.015,0.000,0.001,0.143,0.002,0.031,0.032,0.033,0.092,0.025,0.011,0.054,0.027,0.005
0.000,0.002,0.018,0.000,0.056,0.437,0.001,0.024,0.000,0.003,0.122,0.004,0.025,0.034,0.027,0.073,0.025,0.010,0.066,0.029,0.009
0.000,0.002,0.022,0.001,0.040,0.466,0.000,0.035,0.000,0.005,0.103,0.008,0.019,0.036,0.022,0.052,0.026,0.009,0.075,0.031,0.015
0.000,0.002,0.026,0.001,0.025,0.490,0.000,0.044,0.000,0.009,0.086,0.012,0.014,0.038,0.017,0.033,0.027,0.008,0.078,0.033,0.022
0.000,0.002,0.032,0.001,0.012,0.508,0.000,0.052,0.000,0.012,0.072,0.016,0.009,0.040,0.014,0.017,0.031,0.007,0.074,0.036,0.030
0.001,0.002,0.037,0.000,0.004,0.520,0.000,0.056,0.000,0.016,0.060,0.019,0.005,0.044,0.011,0.006,0.036,0.007,0.064,0.037,0.040
0.001,0.001,0.042,0.000,0.000,0.526,0.000,0.058,0.000,0.021,0.050,0.021,0.002,0.049,0.009,0.001,0.042,0.006,0.050,0.036,0.050
0.002,0.000,0.043,0.001,0.001,0.524,0.000,0.057,0.000,0.026,0.043,0.022,0.000,0.056,0.007,0.000,0.049,0.005,0.035,0.034,0.059
0.003,0.000,0.040,0.003,0.006,0.516,0.000,0.055,0.000,0.033,0.037,0.021,0.000,0.065,0.005,0.001,0.057,0.005,0.020,0.030,0.067
0.003,0.000,0.034,0.008,0.013,0.503,0.000,0.051,0.000,0.042,0.032,0.020,0.001,0.077,0.004,0.003,0.064,0.004,0.009,0.023,0.073
0.003,0.000,0.025,0.015,0.022,0.485,0.000,0.046,0.000,0.053,0.027,0.019,0.003,0.091,0.003,0.004,0.069,0.004,0.002,0.016,0.076
0.003,0.001,0.016,0.022,0.031,0.464,0.000,0.040,0.001,0.067,0.023,0.019,0.005,0.108,0.002,0.004,0.071,0.003,0.000,0.009,0.077
0.002,0.001,0.008,0.029,0.040,0.439,0.000,0.034,0.002,0.082,0.018,0.019,0.006,0.128,0.001,0.002,0.070,0.001,0.003,0.004,0.076
0.002,0.000,0.003,0.032,0.048,0.413,0.000,0.027,0.003,0.099,0.014,0.019,0.005,0.149,0.000,0.001,0.067,0.000,0.008,0.000,0.072
0.001,0.000,0.000,0.033,0.057,0.385,0.001,0.020,0.005,0.115,0.010,0.020,0.003,0.170,0.000,0.000,0.062,0.000,0.014,0.000,0.067
0.001,0.000,0.000,0.032,0.066,0.356,0.002,0.014,0.008,0.130,0.007,0.020,0.001,0.187,0.000,0.000,0.056,0.000,0.019,0.003,0.061
