(43012000000.00000,0.00000),(0.00000,0.00000),(4301200000.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(43012000000.00000,0.00000),(2150600000.00000,0.00000),(0.00000,0.00000),(2150600000.00000,0.00000),(0.00000,0.00000)
(4301200000.00000,0.00000),(2150600000.00000,0.00000),(43012000000.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(3041407687.23958,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(0.00000,0.00000),(43012000000.00000,0.00000),(4301200000.00000,0.00000),(0.00000,0.00000)
(0.00000,0.00000),(2150600000.00000,0.00000),(0.00000,0.00000),(4301200000.00000,0.00000),(43012000000.00000,0.00000),(3041407687.23958,0.00000)
(0.00000,0.00000),(0.00000,0.00000),(3041407687.23958,0.00000),(0.00000,0.00000),(3041407687.23958,0.00000),(43012000000.00000,0.00000)
