0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00035,0.99965,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00138,0.99861,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00001,0.00311,0.99688,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00002,0.00550,0.99447,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000
0.00000,0.00005,0.00856,0.99138,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000
0.00000,0.00010,0.01225,0.98761,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000
0.00000,0.00019,0.01655,0.98319,0.00000,0.00000,0.00007,0.00000,0.00000,0.00000
0.00000,0.00032,0.02145,0.97811,0.00000,0.00000,0.00012,0.00000,0.00000,0.00000
0.00000,0.00050,0.02690,0.97240,0.00000,0.00001,0.00019,0.00000,0.00000,0.00000
0.00001,0.00075,0.03287,0.96607,0.00000,0.00001,0.00029,0.00000,0.00000,0.00000
0.00002,0.00109,0.03933,0.95913,0.00000,0.00002,0.00041,0.00000,0.00000,0.00000
0.00003,0.00152,0.04623,0.95161,0.00000,0.00004,0.00058,0.00000,0.00000,0.00000
0.00004,0.00206,0.05353,0.94351,0.00000,0.00006,0.00079,0.00000,0.00000,0.00000
0.00006,0.00273,0.06119,0.93487,0.00000,0.00009,0.00105,0.00000,0.00000,0.00000
0.00009,0.00353,0.06916,0.92570,0.00001,0.00014,0.00136,0.00000,0.00000,0.00000
0.00013,0.00449,0.07740,0.91603,0.00001,0.00020,0.00173,0.00000,0.00000,0.00000
0.00019,0.00560,0.08585,0.90587,0.00001,0.00029,0.00217,0.00000,0.00000,0.00000
0.00026,0.00689,0.09447,0.89526,0.00002,0.00040,0.00269,0.00000,0.00000,0.00000
0.00035,0.00836,0.10321,0.88421,0.00003,0.00054,0.00327,0.00000,0.00001,0.00000
0.00047,0.01002,0.11202,0.87276,0.00005,0.00072,0.00394,0.00000,0.00001,0.00000
0.00062,0.01188,0.12085,0.86093,0.00007,0.00094,0.00470,0.00000,0.00001,0.00000
0.00079,0.01393,0.12965,0.84874,0.00011,0.00122,0.00554,0.00000,0.00002,0.00000
0.00101,0.01619,0.13838,0.83622,0.00015,0.00155,0.00647,0.00000,0.00002,0.00000
0.00127,0.01864,0.14699,0.82341,0.00020,0.00195,0.00749,0.00001,0.00003,0.00000
0.00157,0.02129,0.15544,0.81031,0.00028,0.00243,0.00861,0.00001,0.00005,0.00000
0.00193,0.02413,0.16369,0.79698,0.00037,0.00299,0.00983,0.00002,0.00006,0.00000
0.00234,0.02716,0.17170,0.78342,0.00049,0.00365,0.01113,0.00002,0.00008,0.00000
0.00282,0.03036,0.17944,0.76966,0.00064,0.00441,0.01254,0.00003,0.00010,0.00000
0.00337,0.03372,0.18687,0.75574,0.00083,0.00527,0.01403,0.00004,0.00013,0.00000
0.00398,0.03723,0.19395,0.74167,0.00105,0.00626,0.01561,0.00006,0.00017,0.00000
0.00467,0.04087,0.20068,0.72749,0.00133,0.00738,0.01728,0.00008,0.00022,0.00000
0.00545,0.04463,0.20701,0.71322,0.00167,0.00863,0.01902,0.00011,0.00027,0.00000
0.00630,0.04848,0.21293,0.69887,0.00207,0.01002,0.02085,0.00015,0.00034,0.00000
0.00723,0.05241,0.21842,0.68449,0.00255,0.01155,0.02274,0.00019,0.00041,0.00000
0.00826,0.05639,0.22346,0.67008,0.00312,0.01325,0.02470,0.00025,0.00050,0.00000
0.00936,0.06039,0.22805,0.65566,0.00378,0.01509,0.02672,0.00033,0.00061,0.00000
0.01056,0.06441,0.23217,0.64127,0.00455,0.01710,0.02879,0.00042,0.00073,0.00001
0.01183,0.06840,0.23583,0.62693,0.00544,0.01926,0.03090,0.00053,0.00087,0.00001
0.01319,0.07235,0.23901,0.61264,0.00646,0.02159,0.03304,0.00067,0.00103,0.00001
0.01463,0.07624,0.24172,0.59842,0.00762,0.02407,0.03522,0.00085,0.00122,0.00002
0.01614,0.08004,0.24395,0.58431,0.00894,0.02671,0.03741,0.00105,0.00142,0.00002
0.01771,0.08372,0.24573,0.57030,0.01043,0.02950,0.03961,0.00130,0.00166,0.00003
0.01935,0.08727,0.24705,0.55642,0.01210,0.03244,0.04182,0.00160,0.00192,0.00003
0.02104,0.09067,0.24792,0.54268,0.01396,0.03551,0.04401,0.00195,0.00221,0.00004
0.02277,0.09389,0.24836,0.52910,0.01603,0.03871,0.04619,0.00237,0.00252,0.00006
0.02454,0.09693,0.24837,0.51568,0.01830,0.04202,0.04835,0.00286,0.00287,0.00007
0.02633,0.09975,0.24798,0.50244,0.02081,0.04544,0.05048,0.00343,0.00326,0.00009
0.02813,0.10235,0.24721,0.48939,0.02354,0.04894,0.05257,0.00410,0.00367,0.00011
0.02992,0.10472,0.24606,0.47653,0.02651,0.05252,0.05461,0.00487,0.00412,0.00014
0.03171,0.10684,0.24456,0.46388,0.02972,0.05616,0.05659,0.00576,0.00460,0.00017
0.03347,0.10871,0.24273,0.45144,0.03318,0.05984,0.05852,0.00678,0.00512,0.00021
0.03519,0.11032,0.24059,0.43922,0.03689,0.06354,0.06038,0.00794,0.00567,0.00026
0.03686,0.11166,0.23815,0.42723,0.04085,0.06725,0.06217,0.00926,0.00625,0.00032
0.03846,0.11275,0.23545,0.41546,0.04506,0.07094,0.06388,0.01075,0.00687,0.00039
0.03998,0.11357,0.23250,0.40393,0.04950,0.07460,0.06551,0.01242,0.00751,0.00048
0.04141,0.11413,0.22933,0.39263,0.05418,0.07821,0.06706,0.01431,0.00818,0.00058
0.04273,0.11443,0.22595,0.38157,0.05908,0.08175,0.06852,0.01641,0.00888,0.00069
0.04394,0.11448,0.22238,0.37076,0.06419,0.08519,0.06989,0.01875,0.00960,0.00083
0.04503,0.11428,0.21865,0.36018,0.06950,0.08853,0.07117,0.02134,0.01034,0.00099
0.04598,0.11386,0.21477,0.34985,0.07498,0.09175,0.07235,0.02420,0.01109,0.00117
0.04678,0.11321,0.21076,0.33976,0.08062,0.09482,0.07345,0.02735,0.01186,0.00138
0.04744,0.11235,0.20665,0.32991,0.08640,0.09774,0.07444,0.03081,0.01264,0.00163
