(-0.82285,0.55870),(0.01968,0.02640),(0.01394,0.02223),(-0.06616,-0.00947),(0.03395,0.03491),(0.02783,0.03733)
(0.01968,0.02640),(-0.79675,-0.06544),(0.01968,0.02640),(-0.21292,-0.25123),(-0.21292,-0.25123),(0.23306,0.29582)
(0.01394,0.02223),(0.01968,0.02640),(-0.82285,0.55870),(0.03395,0.03491),(-0.06616,-0.00947),(0.02783,0.03733)
(-0.06616,-0.00947),(-0.21292,-0.25123),(0.03395,0.03491),(-0.13172,0.69300),(-0.29608,-0.28730),(-0.30111,-0.35529)
(0.03395,0.03491),(-0.21292,-0.25123),(-0.06616,-0.00947),(-0.29608,-0.28730),(-0.13172,0.69300),(-0.30111,-0.35529)
(0.02783,0.03733),(0.23306,0.29582),(0.02783,0.03733),(-0.30111,-0.35529),(-0.30111,-0.35529),(-0.63196,0.14374)
